,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
700,2021-07-23,sh.600000,8.3944608000,8.4556704100,8.3682281100,8.3769723400,8.4294377200,30090322,289065062.5700,2,0.102500,1,-0.622400,0
701,2021-07-26,sh.600000,8.3682281100,8.3769723400,8.1321339000,8.1671108200,8.3769723400,51742715,486767435.1600,2,0.176300,1,-2.505200,0
702,2021-07-27,sh.600000,8.1845992800,8.2458088900,7.9485050700,8.0009704500,8.1671108200,53279860,494584132.3400,2,0.181500,1,-2.034300,0
703,2021-07-28,sh.600000,8.0097146800,8.1845992800,8.0097146800,8.0534358300,8.0009704500,46335875,428304155.7800,2,0.157900,1,0.655700,0
704,2021-07-29,sh.600000,8.0884127500,8.1146454400,7.9572493000,7.9747377600,8.0534358300,43587733,398885079.3600,2,0.148500,1,-0.977200,0
705,2021-07-30,sh.600000,7.9834819900,7.9834819900,7.8785512300,7.8960396900,7.9747377600,35697122,323216885.3300,2,0.121600,1,-0.986800,0
706,2021-08-02,sh.600000,7.8960396900,8.0796685200,7.8435743100,7.9834819900,7.8960396900,45713350,416533736.8700,2,0.155700,1,1.107400,0
707,2021-08-03,sh.600000,7.9834819900,7.9922262200,7.9047839200,7.9747377600,7.9834819900,33014050,300047780.1100,2,0.112500,1,-0.109500,0
708,2021-08-04,sh.600000,7.9747377600,7.9922262200,7.9135281500,7.9310166100,7.9747377600,25214494,229004469.3700,2,0.085900,1,-0.548200,0
709,2021-08-05,sh.600000,7.9222723800,7.9747377600,7.9047839200,7.9135281500,7.9310166100,24267799,220300799.2300,2,0.082700,1,-0.220500,0
710,2021-08-06,sh.600000,7.9135281500,7.9397608400,7.8698070000,7.9397608400,7.9135281500,22486126,203315737.6900,2,0.076600,1,0.331500,0
711,2021-08-09,sh.600000,7.9222723800,8.0884127500,7.9135281500,8.0184589100,7.9397608400,37461914,344052120.3700,2,0.127600,1,0.991200,0
712,2021-08-10,sh.600000,8.0272031400,8.0709242900,7.9572493000,8.0446916000,8.0184589100,34370935,314539916.2100,2,0.117100,1,0.327200,0
713,2021-08-11,sh.600000,8.0272031400,8.1233896700,8.0097146800,8.0534358300,8.0446916000,37382098,345067501.8800,2,0.127400,1,0.108700,0
714,2021-08-12,sh.600000,8.0534358300,8.0621800600,8.0097146800,8.0184589100,8.0534358300,22978467,211023249.9600,2,0.078300,1,-0.434300,0
715,2021-08-13,sh.600000,8.0097146800,8.0709242900,7.9922262200,8.0272031400,8.0184589100,21925988,201254904.2300,2,0.074700,1,0.109100,0
716,2021-08-16,sh.600000,8.0359473700,8.1059012100,8.0097146800,8.0621800600,8.0272031400,27369511,252450157.4300,2,0.093200,1,0.435700,0
717,2021-08-17,sh.600000,8.0709242900,8.1233896700,8.0184589100,8.0359473700,8.0621800600,38016760,350733814.6700,2,0.129500,1,-0.325400,0
718,2021-08-18,sh.600000,8.0446916000,8.2108319700,8.0097146800,8.1583665900,8.0359473700,43424745,403158874.4200,2,0.147900,1,1.523400,0
719,2021-08-19,sh.600000,8.1671108200,8.1671108200,8.0359473700,8.0709242900,8.1583665900,36391371,336172105.1800,2,0.124000,1,-1.071800,0
720,2021-08-20,sh.600000,8.0884127500,8.1321339000,8.0272031400,8.1059012100,8.0709242900,35374387,327037545.2100,2,0.120500,1,0.433400,0
721,2021-08-23,sh.600000,8.1321339000,8.1408781300,8.0446916000,8.0446916000,8.1059012100,32418942,299502500.6500,2,0.110400,1,-0.755100,0
722,2021-08-24,sh.600000,8.0621800600,8.1321339000,8.0184589100,8.0534358300,8.0446916000,40815968,376573365.5300,2,0.139100,1,0.108700,0
723,2021-08-25,sh.600000,8.0709242900,8.0796685200,8.0097146800,8.0359473700,8.0534358300,34063999,313176526.9800,2,0.116100,1,-0.217200,0
724,2021-08-26,sh.600000,8.0272031400,8.0446916000,7.9834819900,7.9922262200,8.0359473700,29439149,269637951.0500,2,0.100300,1,-0.544100,0
725,2021-08-27,sh.600000,8.0097146800,8.0621800600,7.9922262200,8.0184589100,7.9922262200,27618817,253490155.8200,2,0.094100,1,0.328200,0
726,2021-08-30,sh.600000,7.9135281500,7.9397608400,7.7998531600,7.8348300800,8.0184589100,80410279,721952836.2000,2,0.274000,1,-2.290100,0
727,2021-08-31,sh.600000,7.8523185400,7.9135281500,7.8085973900,7.9135281500,7.8348300800,44633690,401545634.4700,2,0.152100,1,1.004500,0
728,2021-09-01,sh.600000,7.8960396900,8.0709242900,7.8785512300,8.0272031400,7.9135281500,58211312,532088406.3300,2,0.198300,1,1.436500,0
729,2021-09-02,sh.600000,8.0446916000,8.0796685200,8.0097146800,8.0709242900,8.0272031400,40122727,369226845.8100,2,0.136700,1,0.544700,0
730,2021-09-03,sh.600000,8.0796685200,8.1583665900,8.0097146800,8.0796685200,8.0709242900,50781588,470393997.2500,2,0.173000,1,0.108300,0
731,2021-09-06,sh.600000,8.0621800600,8.1408781300,8.0446916000,8.0534358300,8.0796685200,35627742,329503565.5100,2,0.121400,1,-0.324700,0
732,2021-09-07,sh.600000,8.0534358300,8.2108319700,8.0097146800,8.1671108200,8.0534358300,64051787,594700224.4000,2,0.218200,1,1.411500,0
733,2021-09-08,sh.600000,8.1671108200,8.2108319700,8.1233896700,8.1671108200,8.1671108200,40941784,382017869.1800,2,0.139500,1,0.000000,0
734,2021-09-09,sh.600000,8.1496223600,8.1671108200,8.0884127500,8.1321339000,8.1671108200,31951355,297126954.1900,2,0.108900,1,-0.428300,0
735,2021-09-10,sh.600000,8.1496223600,8.2895300400,8.1408781300,8.2283204300,8.1321339000,57250718,537963808.5200,2,0.195000,1,1.182800,0
736,2021-09-13,sh.600000,8.2020877400,8.2458088900,8.1671108200,8.2108319700,8.2283204300,29373307,275283515.4700,2,0.100100,1,-0.212500,0
737,2021-09-14,sh.600000,8.2108319700,8.2458088900,8.0184589100,8.0534358300,8.2108319700,53934721,500630063.1100,2,0.183800,1,-1.916900,0
738,2021-09-15,sh.600000,8.0534358300,8.0971569800,7.9834819900,8.0359473700,8.0534358300,38064766,349607327.8600,2,0.129700,1,-0.217200,0
739,2021-09-16,sh.600000,8.0446916000,8.0709242900,7.9659935300,7.9747377600,8.0359473700,49199895,450453204.4600,2,0.167600,1,-0.761700,0
740,2021-09-17,sh.600000,7.9659935300,8.0184589100,7.9397608400,7.9659935300,7.9747377600,30233529,275167575.0600,2,0.103000,1,-0.109600,0
741,2021-09-22,sh.600000,7.8698070000,7.9397608400,7.8348300800,7.8960396900,7.9659935300,35054148,316134897.2300,2,0.119400,1,-0.878200,0
742,2021-09-23,sh.600000,7.9572493000,8.0009704500,7.8785512300,7.8960396900,7.8960396900,39639967,359242361.3900,2,0.135000,1,0.000000,0
743,2021-09-24,sh.600000,7.9047839200,7.9397608400,7.8610627700,7.8872954600,7.8960396900,39925596,360045375.4900,2,0.136000,1,-0.110700,0
744,2021-09-27,sh.600000,7.8872954600,7.9135281500,7.8173416200,7.8872954600,7.8872954600,41708355,374465142.4000,2,0.142100,1,0.000000,0
745,2021-09-28,sh.600000,7.8523185400,7.9485050700,7.8523185400,7.8960396900,7.8872954600,33340762,301762292.3700,2,0.113600,1,0.110900,0
746,2021-09-29,sh.600000,7.8785512300,7.9485050700,7.8435743100,7.8872954600,7.8960396900,40008268,361288902.3600,2,0.136300,1,-0.110700,0
747,2021-09-30,sh.600000,7.8960396900,7.9135281500,7.8523185400,7.8698070000,7.8872954600,29190245,262917686.7400,2,0.099400,1,-0.221700,0
748,2021-10-08,sh.600000,7.9135281500,8.0009704500,7.8960396900,7.9397608400,7.8698070000,39080557,354870725.3100,2,0.133100,1,0.888900,0
749,2021-10-11,sh.600000,7.9747377600,8.0884127500,7.9572493000,8.0009704500,7.9397608400,46632488,427661681.1200,2,0.158900,1,0.770900,0
750,2021-10-12,sh.600000,7.9747377600,8.0359473700,7.9485050700,7.9922262200,8.0009704500,35725751,326390581.4300,2,0.121700,1,-0.109300,0
751,2021-10-13,sh.600000,7.9922262200,8.0009704500,7.9135281500,7.9310166100,7.9922262200,22538281,204856493.9000,2,0.076800,1,-0.765900,0
752,2021-10-14,sh.600000,7.9310166100,7.9485050700,7.8872954600,7.9047839200,7.9310166100,22584606,204329606.5900,2,0.076900,1,-0.330800,0
753,2021-10-15,sh.600000,7.9135281500,7.9659935300,7.8872954600,7.9310166100,7.9047839200,27525449,249700096.1000,2,0.093800,1,0.331900,0
754,2021-10-18,sh.600000,7.9222723800,7.9572493000,7.8523185400,7.8872954600,7.9310166100,25964695,234209596.7500,2,0.088500,1,-0.551300,0
755,2021-10-19,sh.600000,7.8960396900,7.9310166100,7.8785512300,7.8785512300,7.8872954600,28636166,258552846.4100,2,0.097600,1,-0.110900,0
756,2021-10-20,sh.600000,7.8960396900,7.9222723800,7.8610627700,7.8872954600,7.8785512300,27482428,247758528.8000,2,0.093600,1,0.111000,0
757,2021-10-21,sh.600000,7.9135281500,7.9485050700,7.8785512300,7.9047839200,7.8872954600,44074576,398999703.5000,2,0.150200,1,0.221700,0
758,2021-10-22,sh.600000,7.9310166100,7.9834819900,7.8872954600,7.9310166100,7.9047839200,38669415,350441991.4700,2,0.131700,1,0.331900,0
759,2021-10-25,sh.600000,7.8960396900,7.9222723800,7.8872954600,7.8960396900,7.9310166100,26585515,240319367.4500,2,0.090600,1,-0.441000,0
760,2021-10-26,sh.600000,7.9222723800,7.9485050700,7.8785512300,7.8960396900,7.8960396900,30751828,277872449.3100,2,0.104800,1,0.000000,0
761,2021-10-27,sh.600000,7.8785512300,7.8872954600,7.8348300800,7.8610627700,7.8960396900,34197280,307379955.9200,2,0.116500,1,-0.443000,0
762,2021-10-28,sh.600000,7.8610627700,7.8785512300,7.8260858500,7.8348300800,7.8610627700,28165181,252660139.6800,2,0.096000,1,-0.333700,0
763,2021-10-29,sh.600000,7.8348300800,7.8698070000,7.8085973900,7.8173416200,7.8348300800,35990731,322416660.8200,2,0.122600,1,-0.223200,0
764,2021-11-01,sh.600000,7.5987358700,7.6774339400,7.5200378000,7.6249685600,7.8173416200,64940974,564516752.3700,2,0.221200,1,-2.460900,0
765,2021-11-02,sh.600000,7.6162243300,7.6512012500,7.4325955000,7.4675724200,7.6249685600,70034623,602023097.2100,2,0.238600,1,-2.064200,0
766,2021-11-03,sh.600000,7.5112935700,7.5112935700,7.4413397300,7.4588281900,7.4675724200,29785185,254382300.5500,2,0.101500,1,-0.117100,0
767,2021-11-04,sh.600000,7.4588281900,7.4675724200,7.4325955000,7.4413397300,7.4588281900,26148859,222785141.9300,2,0.089100,1,-0.234500,0
768,2021-11-05,sh.600000,7.4413397300,7.4675724200,7.4238512700,7.4588281900,7.4413397300,22913355,195212631.3300,2,0.078100,1,0.235000,0
769,2021-11-08,sh.600000,7.4151070400,7.4588281900,7.3976185800,7.4238512700,7.4588281900,24353008,206985049.6000,2,0.083000,1,-0.468900,0
770,2021-11-09,sh.600000,7.4325955000,7.4763166500,7.4238512700,7.4675724200,7.4238512700,19548518,166547490.7200,2,0.066600,1,0.588900,0
771,2021-11-10,sh.600000,7.4588281900,7.4588281900,7.3801301200,7.4151070400,7.4675724200,27478869,232796692.1300,2,0.093600,1,-0.702600,0
772,2021-11-11,sh.600000,7.4151070400,7.5375262600,7.4063628100,7.5375262600,7.4151070400,31419321,269103086.2500,2,0.107000,1,1.650900,0
773,2021-11-12,sh.600000,7.5550147200,7.5637589500,7.5025493400,7.5637589500,7.5375262600,20498205,176737118.9000,2,0.069800,1,0.348000,0
774,2021-11-15,sh.600000,7.5725031800,7.6512012500,7.5637589500,7.6512012500,7.5637589500,27625801,240602623.6700,2,0.094100,1,1.156100,0
775,2021-11-16,sh.600000,7.6074801000,7.6424570200,7.5462704900,7.6337127900,7.6512012500,24030066,208943546.9700,2,0.081900,1,-0.228600,0
776,2021-11-17,sh.600000,7.5812474100,7.6249685600,7.5637589500,7.5637589500,7.6337127900,19301599,167446823.9000,2,0.065800,1,-0.916400,0
777,2021-11-18,sh.600000,7.5287820300,7.5725031800,7.4588281900,7.4850608800,7.5637589500,20465395,175306638.4700,2,0.069700,1,-1.040500,0
778,2021-11-19,sh.600000,7.4850608800,7.6074801000,7.4763166500,7.5637589500,7.4850608800,20471995,176572248.4400,2,0.069700,1,1.051400,0
779,2021-11-22,sh.600000,7.5462704900,7.5725031800,7.5112935700,7.5200378000,7.5637589500,20983745,180823526.8300,2,0.071500,1,-0.578000,0
780,2021-11-23,sh.600000,7.5287820300,7.6074801000,7.5287820300,7.5462704900,7.5200378000,21502374,185927806.7100,2,0.073300,1,0.348800,0
781,2021-11-24,sh.600000,7.5287820300,7.5987358700,7.5112935700,7.5899916400,7.5462704900,19342692,167133727.1600,2,0.065900,1,0.579400,0
782,2021-11-25,sh.600000,7.5899916400,7.5987358700,7.5287820300,7.5550147200,7.5899916400,13169070,113743004.8700,2,0.044900,1,-0.460800,0
783,2021-11-26,sh.600000,7.5287820300,7.5375262600,7.4763166500,7.4850608800,7.5550147200,21199061,181698146.0700,2,0.072200,1,-0.925900,0
784,2021-11-29,sh.600000,7.4938051100,7.5112935700,7.4325955000,7.5112935700,7.4850608800,23746400,202736522.1800,2,0.080900,1,0.350500,0
785,2021-11-30,sh.600000,7.4675724200,7.5112935700,7.4413397300,7.4413397300,7.5112935700,30900124,263703121.3600,2,0.105300,1,-0.931300,0
786,2021-12-01,sh.600000,7.4588281900,7.5025493400,7.4413397300,7.4850608800,7.4413397300,19333856,165443380.6500,2,0.065900,1,0.587500,0
787,2021-12-02,sh.600000,7.4850608800,7.5287820300,7.4500839600,7.5025493400,7.4850608800,22906201,196509475.3200,2,0.078000,1,0.233600,0
788,2021-12-03,sh.600000,7.5025493400,7.5200378000,7.4500839600,7.5112935700,7.5025493400,23848744,204050794.7000,2,0.081300,1,0.116600,0
789,2021-12-06,sh.600000,7.5112935700,7.5550147200,7.4938051100,7.5200378000,7.5112935700,33882029,291593648.0900,2,0.115400,1,0.116400,0
790,2021-12-07,sh.600000,7.5987358700,7.6074801000,7.5200378000,7.5899916400,7.5200378000,40016290,346582038.5600,2,0.136300,1,0.930200,0
791,2021-12-08,sh.600000,7.6074801000,7.6074801000,7.5462704900,7.5812474100,7.5899916400,28605916,247833289.8200,2,0.097500,1,-0.115200,0
792,2021-12-09,sh.600000,7.5987358700,7.6949224000,7.5725031800,7.6512012500,7.5812474100,51186201,447467444.5100,2,0.174400,1,0.922700,0
793,2021-12-10,sh.600000,7.6337127900,7.6774339400,7.6249685600,7.6686897100,7.6512012500,42494890,371969042.0100,2,0.144800,1,0.228600,0
794,2021-12-13,sh.600000,7.6861781700,7.7036666300,7.5375262600,7.5637589500,7.6686897100,56234006,488480938.5200,2,0.191600,1,-1.368300,0
795,2021-12-14,sh.600000,7.5550147200,7.5637589500,7.4675724200,7.4938051100,7.5637589500,49389318,423738409.4200,2,0.168300,1,-0.924900,0
796,2021-12-15,sh.600000,7.4675724200,7.5025493400,7.4588281900,7.4763166500,7.4938051100,20664239,176754858.0000,2,0.070400,1,-0.233400,0
797,2021-12-16,sh.600000,7.4850608800,7.5287820300,7.4763166500,7.5200378000,7.4763166500,26899524,230865611.9600,2,0.091600,1,0.584800,0
798,2021-12-17,sh.600000,7.5287820300,7.5375262600,7.4850608800,7.4850608800,7.5200378000,27269580,234082747.7300,2,0.092900,1,-0.465100,0
799,2021-12-20,sh.600000,7.4763166500,7.5287820300,7.4763166500,7.5025493400,7.4850608800,27786123,238630277.9600,2,0.094700,1,0.233600,0
800,2021-12-21,sh.600000,7.4763166500,7.5637589500,7.4763166500,7.5287820300,7.5025493400,26310957,226526115.7300,2,0.089600,1,0.349700,0
801,2021-12-22,sh.600000,7.5375262600,7.5550147200,7.4938051100,7.4938051100,7.5287820300,21618063,185663515.8200,2,0.073700,1,-0.464600,0
802,2021-12-23,sh.600000,7.5025493400,7.5200378000,7.4850608800,7.5025493400,7.4938051100,18901873,162106684.7000,2,0.064400,1,0.116700,0
803,2021-12-24,sh.600000,7.5025493400,7.5112935700,7.4588281900,7.4675724200,7.5025493400,18252048,156027072.8000,2,0.062200,1,-0.466200,0
804,2021-12-27,sh.600000,7.4675724200,7.4938051100,7.4588281900,7.4850608800,7.4675724200,19527735,167009883.6200,2,0.066500,1,0.234200,0
805,2021-12-28,sh.600000,7.4850608800,7.5112935700,7.4675724200,7.4938051100,7.4850608800,29833707,255590456.8500,2,0.101600,1,0.116800,0
806,2021-12-29,sh.600000,7.4938051100,7.5025493400,7.4588281900,7.4675724200,7.4938051100,20050130,171393527.7200,2,0.068300,1,-0.350100,0
807,2021-12-30,sh.600000,7.4675724200,7.5025493400,7.4588281900,7.4675724200,7.4675724200,23272484,199031072.9800,2,0.079300,1,0.000000,0
808,2021-12-31,sh.600000,7.4675724200,7.4938051100,7.4588281900,7.4588281900,7.4675724200,22929621,195941582.4200,2,0.078100,1,-0.117100,0
809,2022-01-04,sh.600000,7.4675724200,7.5025493400,7.4500839600,7.4938051100,7.4588281900,37707647,322145532.4000,2,0.128500,1,0.468900,0
810,2022-01-05,sh.600000,7.4938051100,7.5899916400,7.4850608800,7.5550147200,7.4938051100,55459135,478834469.9200,2,0.188900,1,0.816800,0
811,2022-01-06,sh.600000,7.5725031800,7.5725031800,7.4850608800,7.4938051100,7.5550147200,41031062,352720657.0900,2,0.139800,1,-0.810200,0
812,2022-01-07,sh.600000,7.4938051100,7.6337127900,7.4938051100,7.6162243300,7.4938051100,63018297,546456194.3700,2,0.214700,1,1.633600,0
813,2022-01-10,sh.600000,7.6249685600,7.6774339400,7.5725031800,7.6249685600,7.6162243300,34055312,296601230.4100,2,0.116000,1,0.114800,0
814,2022-01-11,sh.600000,7.6424570200,7.6774339400,7.5987358700,7.6337127900,7.6249685600,42646106,373093383.7400,2,0.145300,1,0.114700,0
815,2022-01-12,sh.600000,7.6512012500,7.6512012500,7.5462704900,7.5987358700,7.6337127900,41240670,358535694.1400,2,0.140500,1,-0.458200,0
816,2022-01-13,sh.600000,7.6337127900,7.7386435500,7.5987358700,7.6249685600,7.5987358700,48923692,429003208.4400,2,0.166700,1,0.345200,0
817,2022-01-14,sh.600000,7.6249685600,7.6249685600,7.4938051100,7.5112935700,7.6249685600,51060652,440215953.7200,2,0.174000,1,-1.490800,0
818,2022-01-17,sh.600000,7.4938051100,7.5462704900,7.4938051100,7.4938051100,7.5112935700,22177975,190459847.0600,2,0.075600,1,-0.232800,0
819,2022-01-18,sh.600000,7.5025493400,7.5725031800,7.4763166500,7.5462704900,7.4938051100,39995195,344181260.4900,2,0.136300,1,0.700100,0
820,2022-01-19,sh.600000,7.5462704900,7.5725031800,7.5287820300,7.5550147200,7.5462704900,26257662,226931296.8300,2,0.089500,1,0.115900,0
821,2022-01-20,sh.600000,7.5725031800,7.7124108600,7.5550147200,7.6949224000,7.5550147200,82842044,724160482.5900,2,0.282200,1,1.851900,0
822,2022-01-21,sh.600000,7.6774339400,7.6949224000,7.6249685600,7.6599454800,7.6949224000,47572539,416684184.3000,2,0.162100,1,-0.454500,0
823,2022-01-24,sh.600000,7.6861781700,7.6861781700,7.5725031800,7.5987358700,7.6599454800,32489722,282465419.0500,2,0.110700,1,-0.799100,0
824,2022-01-25,sh.600000,7.5899916400,7.5899916400,7.4850608800,7.4850608800,7.5987358700,43312412,372488758.8800,2,0.147600,1,-1.496000,0
825,2022-01-26,sh.600000,7.4938051100,7.5112935700,7.4675724200,7.4938051100,7.4850608800,23481959,201130974.2700,2,0.080000,1,0.116800,0
826,2022-01-27,sh.600000,7.4763166500,7.4850608800,7.3888743500,7.3888743500,7.4938051100,56281031,477716811.3400,2,0.191700,1,-1.400200,0
827,2022-01-28,sh.600000,7.4151070400,7.4413397300,7.3538974300,7.3538974300,7.3888743500,43993766,372256637.0700,2,0.149900,1,-0.473400,0
828,2022-02-07,sh.600000,7.4151070400,7.4763166500,7.3801301200,7.4500839600,7.3538974300,39988312,340086709.1100,2,0.136200,1,1.308000,0
829,2022-02-08,sh.600000,7.4588281900,7.5812474100,7.4413397300,7.5637589500,7.4500839600,47572520,409206610.6900,2,0.162100,1,1.525800,0
830,2022-02-09,sh.600000,7.5550147200,7.6162243300,7.5375262600,7.5550147200,7.5637589500,36223235,313861238.6700,2,0.123400,1,-0.115600,0
831,2022-02-10,sh.600000,7.5725031800,7.6162243300,7.5375262600,7.5987358700,7.5550147200,28716174,249045193.5500,2,0.097800,1,0.578700,0
832,2022-02-11,sh.600000,7.6074801000,7.6599454800,7.5812474100,7.6424570200,7.5987358700,37682874,328719166.0900,2,0.128400,1,0.575400,0
833,2022-02-14,sh.600000,7.5987358700,7.6162243300,7.5025493400,7.5200378000,7.6424570200,34727078,299136397.9200,2,0.118300,1,-1.601800,0
834,2022-02-15,sh.600000,7.5112935700,7.5462704900,7.4500839600,7.4763166500,7.5200378000,31680750,271300746.9500,2,0.107900,1,-0.581400,0
835,2022-02-16,sh.600000,7.5025493400,7.5550147200,7.4850608800,7.5112935700,7.4763166500,28609574,246064337.0200,2,0.097500,1,0.467800,0
836,2022-02-17,sh.600000,7.5200378000,7.5462704900,7.4850608800,7.4850608800,7.5112935700,24533221,210822959.4100,2,0.083600,1,-0.349200,0
837,2022-02-18,sh.600000,7.4763166500,7.5812474100,7.4588281900,7.5812474100,7.4850608800,34384620,296119868.3800,2,0.117100,1,1.285000,0
838,2022-02-21,sh.600000,7.5550147200,7.5550147200,7.4763166500,7.5200378000,7.5812474100,24334270,208998929.5600,2,0.082900,1,-0.807400,0
839,2022-02-22,sh.600000,7.4938051100,7.5112935700,7.4588281900,7.5025493400,7.5200378000,32497174,278140362.1900,2,0.110700,1,-0.232600,0
840,2022-02-23,sh.600000,7.5112935700,7.5112935700,7.4588281900,7.4675724200,7.5025493400,29476392,251902283.1900,2,0.100400,1,-0.466200,0
841,2022-02-24,sh.600000,7.4675724200,7.4763166500,7.3451532000,7.3801301200,7.4675724200,47703559,404232342.3300,2,0.162500,1,-1.171000,0
842,2022-02-25,sh.600000,7.3801301200,7.4151070400,7.3538974300,7.3713858900,7.3801301200,32239910,272095573.8500,2,0.109800,1,-0.118500,0
843,2022-02-28,sh.600000,7.3801301200,7.3888743500,7.3101762800,7.3364089700,7.3713858900,23393262,196216444.0000,2,0.079700,1,-0.474500,0
844,2022-03-01,sh.600000,7.3364089700,7.3976185800,7.3364089700,7.3801301200,7.3364089700,23540305,198243687.0000,2,0.080200,1,0.595900,0
845,2022-03-02,sh.600000,7.3538974300,7.3976185800,7.3451532000,7.3626416600,7.3801301200,16708051,140817898.0000,2,0.056900,1,-0.237000,0
846,2022-03-03,sh.600000,7.3801301200,7.4325955000,7.3713858900,7.3976185800,7.3626416600,19864647,167938715.0000,2,0.067700,1,0.475100,0
847,2022-03-04,sh.600000,7.3801301200,7.3801301200,7.3101762800,7.3451532000,7.3976185800,26395729,221531967.0000,2,0.089900,1,-0.709200,0
848,2022-03-07,sh.600000,7.3276647400,7.3451532000,7.2402224400,7.2489666700,7.3451532000,37177243,309677984.0000,2,0.126700,1,-1.309500,0
849,2022-03-08,sh.600000,7.2489666700,7.2577109000,7.0391051500,7.0653378400,7.2489666700,46688059,381542336.0000,2,0.159100,1,-2.533200,0
850,2022-03-09,sh.600000,7.0915705300,7.1090589900,6.7855224800,6.9079417000,7.0653378400,46035702,367319440.0000,2,0.156800,1,-2.227700,0
851,2022-03-10,sh.600000,7.0041282300,7.0391051500,6.9254301600,6.9254301600,6.9079417000,25181489,200622345.0000,2,0.085800,1,0.253200,0
852,2022-03-11,sh.600000,6.8991974700,7.0128724600,6.7942667100,7.0041282300,6.9254301600,33286005,262318143.0000,2,0.113400,1,1.136400,0
853,2022-03-14,sh.600000,6.9516628500,6.9953840000,6.9079417000,6.9166859300,7.0041282300,22770866,180826437.0000,2,0.077600,1,-1.248400,0
854,2022-03-15,sh.600000,6.9254301600,6.9341743900,6.6543590300,6.6718474900,6.9166859300,48962295,379252432.0000,2,0.166800,1,-3.539800,0
855,2022-03-16,sh.600000,6.7243128700,6.8204994000,6.5756609600,6.7942667100,6.6718474900,41520083,318505392.0000,2,0.141500,1,1.834900,0
856,2022-03-17,sh.600000,6.8642205500,6.8642205500,6.7418013300,6.7680340200,6.7942667100,41495556,322981456.0000,2,0.141400,1,-0.386100,0
857,2022-03-18,sh.600000,6.7592897900,6.9166859300,6.7418013300,6.9079417000,6.7680340200,53179530,417702651.8800,2,0.181200,1,2.067200,0
858,2022-03-21,sh.600000,6.8554763200,6.8554763200,6.7592897900,6.7855224800,6.9079417000,38823962,302127785.8500,2,0.132300,1,-1.772200,0
859,2022-03-22,sh.600000,6.7942667100,6.8904532400,6.7767782500,6.8467320900,6.7855224800,28224469,220766831.5600,2,0.096200,1,0.902100,0
860,2022-03-23,sh.600000,6.8467320900,6.8554763200,6.7942667100,6.8204994000,6.8467320900,25553686,199580747.3400,2,0.087100,1,-0.383100,0
861,2022-03-24,sh.600000,6.8030109400,6.8467320900,6.7855224800,6.8204994000,6.8204994000,16687677,130087627.4300,2,0.056900,1,0.000000,0
862,2022-03-25,sh.600000,6.8204994000,6.8729647800,6.8030109400,6.8204994000,6.8204994000,16474442,128855055.0900,2,0.056100,1,0.000000,0
863,2022-03-28,sh.600000,6.8204994000,6.8817090100,6.7418013300,6.8729647800,6.8204994000,28783984,224838880.0000,2,0.098100,1,0.769200,0
864,2022-03-29,sh.600000,6.8467320900,6.8729647800,6.8204994000,6.8379878600,6.8729647800,22516978,176131297.0700,2,0.076700,1,-0.508900,0
865,2022-03-30,sh.600000,6.8554763200,6.9254301600,6.8379878600,6.9254301600,6.8379878600,29854369,235127475.0300,2,0.101700,1,1.278800,0
866,2022-03-31,sh.600000,6.8991974700,7.0128724600,6.8729647800,6.9953840000,6.9254301600,25969772,206902403.8500,2,0.088500,1,1.010100,0
867,2022-04-01,sh.600000,6.9516628500,7.0565936100,6.9429186200,7.0565936100,6.9953840000,31881345,255823775.3900,2,0.108600,1,0.875000,0
868,2022-04-06,sh.600000,6.9953840000,7.1527801400,6.9953840000,7.1440359100,7.0565936100,42546117,345601824.9400,2,0.145000,1,1.239200,0
869,2022-04-07,sh.600000,7.1352916800,7.1527801400,7.0478493800,7.0565936100,7.1440359100,31712143,257349868.4700,2,0.108000,1,-1.224000,0
870,2022-04-08,sh.600000,7.0565936100,7.1003147600,7.0128724600,7.0915705300,7.0565936100,24089173,194553784.7300,2,0.082100,1,0.495700,0
871,2022-04-11,sh.600000,7.0915705300,7.0915705300,6.9691513100,7.0041282300,7.0915705300,30015679,240997447.8000,2,0.102300,1,-1.233000,0
872,2022-04-12,sh.600000,7.0128724600,7.1265474500,6.9778955400,7.0915705300,7.0041282300,31331939,252435317.7000,2,0.106700,1,1.248400,0
873,2022-04-13,sh.600000,7.0740820700,7.1178032200,7.0391051500,7.0828263000,7.0915705300,18501150,149849341.7100,2,0.063000,1,-0.123300,0
874,2022-04-14,sh.600000,7.0915705300,7.1265474500,7.0828263000,7.0915705300,7.0828263000,18973150,154167548.1800,2,0.064600,1,0.123500,0
875,2022-04-15,sh.600000,7.0915705300,7.1527801400,7.0740820700,7.1265474500,7.0915705300,21811956,177849450.0900,2,0.074300,1,0.493200,0
876,2022-04-18,sh.600000,7.1003147600,7.1178032200,7.0041282300,7.0216166900,7.1265474500,21022369,169238878.9400,2,0.071600,1,-1.472400,0
877,2022-04-19,sh.600000,7.0303609200,7.1178032200,7.0216166900,7.1178032200,7.0216166900,24564490,198485790.3200,2,0.083700,1,1.369900,0
878,2022-04-20,sh.600000,7.1090589900,7.1265474500,7.0653378400,7.0915705300,7.1178032200,19143935,155238284.0200,2,0.065200,1,-0.368600,0
879,2022-04-21,sh.600000,7.0653378400,7.1352916800,6.9866397700,7.0565936100,7.0915705300,29228035,236728146.0000,2,0.099600,1,-0.493200,0
